GEOID,latitude,longitude,MetroName_x,2011_Current$_GDP,2012_Current$_GDP,2013_Current$_GDP,2014_Current$_GDP,2015_Current$_GDP,2016_Current$_GDP,2016_Current$_Rank,2011_Real$09_GDP,2012_Real$09_GDP,2013_Real$09_GDP,2014_Real$09_GDP,2015_Real$09_GDP,2016_Real$09_GDP,2012_RealGDP%_Change,2013_RealGDP%_Change,2014_RealGDP%_Change,2015_RealGDP%_Change,2016_RealGDP%_Change,2016Rank,Natural resources and mining,Construction,Durable-goods manufacturing,Nondurable-goods manufacturing,Trade,Transportation and utilities,Information,"Finance, insurance, real estate, rental, and leasing",Professional and business services,"Educational services, health care, and social assistance","Arts, entertainment, recreation, accommodation, and food services","Other services, except government",Government,2010_Population_Actual,2010_Population_Estimate,2011_Population_Estimate,2012_Population_Estimate,2013_Population_Estimate,2014_Population_Estimate,2015_Population_Estimate,2016_Population_Estimate,ALand_SQMeters,AWater_SQMeters,ALand_SQMiles,AWater_SQMiles,latitude,longitude                                                                                                 
22520,34.799254,-87.719388,"Florence-Muscle Shoals, AL","4,260","4,520","4,502","4,679","4,816","4,939",322,"4,083","4,241","4,177","4,241","4,297","4,373",3.9,-1.5,1.5,1.3,1.8,160,0.38,0.17,0.94,0.31,-0.77,-0.06,0.21,0.26,0.31,0.11,0.01,-0.12,0.02,147137,147268,147053,147187,147169,147432,146772,146534,3264212409,214450972,1260.32,82.8,34.799254,-87.719388
22540,43.754722,-88.493284,"Fond du Lac, WI","3,952","4,102","4,243","4,490","4,659","4,758",328,"3,838","3,875","3,920","4,073","4,142","4,183",1,1.2,3.9,1.7,1,211,0.47,0.52,-0.78,-0.58,0.42,-0.17,0.17,0.61,0.25,0.18,-0.12,-0.1,0.13,101633,101709,101902,101865,101868,102018,101943,102144,1863635376,119885405,719.554,46.288,43.754722,-88.493284
22660,40.658093,-105.486764,"Fort Collins, CO","12,245","13,004","14,119","14,310","15,062","15,923",150,"12,039","12,535","13,365","13,279","13,664","14,186",4.1,6.6,-0.6,2.9,3.8,45,-0.03,0.65,0.62,0.21,0.32,0.3,0.14,-0.06,0.62,0.48,0.12,0.13,0.32,299630,300523,305267,310965,316605,324709,333869,339993,6723986975,98048035,2596.146,37.857,40.658093,-105.486764
22900,35.195534,-94.562533,"Fort Smith, AR-OK","9,795","9,879","10,091","10,376","10,033","10,002",202,"9,537","9,392","9,413","9,508","9,207","9,097",-1.5,0.2,1,-3.2,-1.2,316,(D),-0.07,0.08,-0.46,0.12,0.13,0.18,-0.39,0.1,0.45,(D),0.03,0,280467,280712,281018,280830,280070,279967,280445,281227,8768726732,226572927,3385.624,87.48,35.195534,-94.562533
23060,41.006999,-85.216424,"Fort Wayne, IN","17,897","18,586","18,795","19,529","20,447","20,876",115,"17,630","17,904","17,839","18,181","18,568","18,711",1.6,-0.4,1.9,2.1,0.8,223,-0.05,0.03,0.03,0.15,0.05,-0.34,0.01,0.29,-0.03,0.57,-0.03,0.04,0.03,416257,416913,419811,421749,424241,426613,429372,431802,3524916106,18669917,1360.978,7.208,41.006999,-85.216424
23420,36.761006,-119.655019,"Fresno, CA","34,043","33,971","36,181","37,323","38,784","40,465",69,"31,940","31,146","32,501","33,044","33,961","35,102",-2.5,4.3,1.7,2.8,3.4,63,0.48,0.2,-0.08,0.03,0.53,0.2,-0.07,0.62,0.27,0.59,0.13,0.04,0.41,930450,932463,940496,946844,953762,963151,972130,979915,15433278958,135402551,5958.823,52.279,36.761006,-119.655019
23460,34.047641,-86.034263,"Gadsden, AL","2,669","2,699","2,652","2,715","2,803","2,929",375,"2,617","2,581","2,492","2,505","2,512","2,582",-1.4,-3.5,0.5,0.3,2.8,87,0.65,0.03,0.28,-0.06,0.65,0.05,0.1,0.79,0.07,0.26,0.08,-0.16,0.06,104430,104449,104236,104215,103790,103371,102873,102564,1386379576,34562865,535.284,13.345,34.047641,-86.034263
23540,29.677981,-82.479971,"Gainesville, FL","10,595","10,950","11,740","11,608","11,969","12,498",179,"10,288","10,428","10,973","10,626","10,710","10,976",1.4,5.2,-3.2,0.8,2.5,109,0.04,0.18,0,0.15,0.3,0.38,0.22,-0.36,0.7,0.29,0.01,0,0.56,264275,264620,266709,268473,269548,272759,276583,280708,3172084250,257185419,1224.749,99.3,29.677981,-82.479971
23580,34.317588,-83.818497,"Gainesville, GA","6,948","7,119","7,186","7,824","8,514","8,923",218,"6,847","6,786","6,712","7,116","7,503","7,663",-0.9,-1.1,6,5.4,2.1,140,-0.23,0.6,0.21,-1.17,0.53,0.07,-0.33,1.7,0.47,0.6,-0.52,0.16,0.03,179684,180002,182878,184929,187373,190215,193257,196637,1017306098,94561948,392.784,36.511,34.317588,-83.818497
23900,39.869471,-77.21773,"Gettysburg, PA","2,688","2,783","2,919","3,035","3,116","3,259",368,"2,591","2,615","2,682","2,731","2,749","2,828",0.9,2.6,1.9,0.6,2.9,81,2.65,0.36,-0.7,0.58,-0.34,-0.19,0.1,0.43,0.13,-0.06,-0.06,0.11,-0.15,101407,101475,101650,101535,101407,101612,102063,102180,1343400048,7883930,518.69,3.044,39.869471,-77.21773
24020,43.44045,-73.636757,"Glens Falls, NY","4,478","4,621","4,643","4,792","4,868","4,923",323,"4,342","4,382","4,309","4,357","4,328","4,307",0.9,-1.7,1.1,-0.7,-0.5,292,-0.04,-0.28,-0.79,-0.22,0.37,0.05,-0.15,0.09,-0.32,0.48,-0.02,0.35,-0.02,128923,128999,128806,128484,127922,127324,126782,126367,4398123501,205555420,1698.125,79.365,43.44045,-73.636757
24140,35.35419,-78.00867,"Goldsboro, NC","4,110","4,243","4,330","4,346","4,399","4,396",336,"3,977","3,983","3,984","3,920","3,907","3,852",0.1,0,-1.6,-0.3,-1.4,324,0.52,0,-0.17,-1.66,-0.5,0.24,-0.14,0.13,0.33,-0.03,-0.1,0.06,-0.06,122623,122908,124042,124551,124634,124583,124319,124150,1432263112,9863348,553,3.808,35.35419,-78.00867
24220,47.835929,-96.842681,"Grand Forks, ND-MN","4,150","4,640","4,912","4,942","5,078","5,300",303,"3,941","4,299","4,462","4,424","4,474","4,612",9.1,3.8,-0.9,1.1,3.1,74,0.07,-0.05,1.16,-0.21,-0.2,0.17,0.1,1.32,0.43,0.17,0.02,-0.11,0.2,98461,98621,98194,99189,100956,101603,102226,102743,8825308924,77226578,3407.471,29.817,47.835929,-96.842681
24260,41.038567,-98.272835,"Grand Island, NE","3,720","3,951","4,041","4,031","4,099","4,238",341,"3,525","3,625","3,625","3,568","3,582","3,669",2.8,0,-1.6,0.4,2.4,115,(D),-0.5,(D),(D),-0.1,0.43,0.04,2.38,0.07,0.04,(D),-0.06,-0.01,81850,82063,82700,83428,83990,84566,84773,85148,5551274904,67070880,2143.359,25.896,41.038567,-98.272835
24300,39.019492,-108.461837,"Grand Junction, CO","5,045","5,159","5,180","5,375","5,256","5,133",311,"4,884","4,881","4,802","4,886","4,750","4,582",-0.1,-1.6,1.8,-2.8,-3.5,363,-1.98,0.15,-0.12,-0.14,-0.38,-0.38,0.12,-1.03,-0.46,0.62,-0.02,-0.14,0.23,146723,146486,147172,147471,147372,147502,148401,150083,8621965147,31428362,3328.959,12.135,39.019492,-108.461837
24340,42.978632,-85.811208,"Grand Rapids-Wyoming, MI","43,093","46,406","49,187","52,349","56,176","58,465",53,"42,366","44,451","46,324","48,330","50,413","51,589",4.9,4.2,4.3,4.3,2.3,126,-0.01,0.27,0.37,-0.28,0.64,0.04,0.02,0.15,0.78,0.32,0.06,-0.04,0.02,988938,989543,996657,1007358,1018731,1029340,1038337,1047099,6914641979,2930476628,2669.758,1131.463,42.978632,-85.811208
24420,42.386981,-123.571626,"Grants Pass, OR","1,906","1,976","1,948","2,063","2,230","2,362",380,"1,878","1,907","1,842","1,910","2,016","2,096",1.5,-3.4,3.7,5.6,4,37,0.09,0.42,-0.06,-0.05,0.52,0.33,0.2,1.24,0.22,0.59,0.16,0.18,0.14,82713,82865,82638,82798,83268,83604,84742,85904,4246697356,5623906,1639.659,2.171,42.386981,-123.571626
24500,47.316443,-111.350571,"Great Falls, MT","3,119","3,110","3,102","3,304","3,430","3,493",364,"2,963","2,882","2,842","2,971","3,060","3,108",-2.7,-1.4,4.5,3,1.6,173,0.1,0.07,-0.03,1.94,0.28,0.01,-0.02,-0.82,-0.53,0.4,-0.01,0,0.17,81327,81532,81784,81767,82367,82236,82118,81755,6988361955,34331733,2698.222,13.256,47.316443,-111.350571
24540,40.553696,-104.394221,"Greeley, CO","8,138","8,723","9,332","10,916","11,453","11,231",188,"7,660","8,021","8,395","9,685","10,341","10,146",4.7,4.7,15.4,6.8,-1.9,343,-2.25,-0.6,0.38,-0.27,-0.43,0.14,0.24,-0.02,0.37,0.28,0.06,0.02,0.18,252825,254164,258629,263997,270182,276163,285053,294932,10326656276,76677079,3987.144,29.605,40.553696,-104.394221
24580,44.473961,-87.995926,"Green Bay, WI","15,711","16,326","16,652","17,089","17,990","18,437",132,"15,322","15,572","15,558","15,690","16,155","16,321",1.6,-0.1,0.8,3,1,208,0.29,0.01,0.03,-0.5,0.35,-0.02,(D),0.92,-0.46,0.27,0.1,(D),0.12,306241,306741,308780,311053,312483,314590,316413,318236,4843697458,2534691724,1870.162,978.65,44.473961,-87.995926
24660,36.025204,-79.792633,"Greensboro-High Point, NC","35,408","35,356","36,567","38,257","39,524","39,944",71,"34,646","33,596","34,076","34,880","35,053","34,728",-3,1.4,2.4,0.5,-0.9,307,0.02,0.16,0.35,-0.84,-0.12,-0.16,-0.09,-0.19,-0.26,0.12,0.01,0.03,0.04,723801,725135,730168,735776,741009,746804,751776,756139,5161864504,69081871,1993.007,26.673,36.025204,-79.792633
24780,35.592965,-77.373138,"Greenville, NC","6,803","6,998","7,320","7,497","7,840","8,213",228,"6,570","6,556","6,707","6,707","6,855","7,037",-0.2,2.3,0,2.2,2.7,94,0.1,0.03,-0.04,1.49,0.04,0,0.01,-0.02,0.46,0.26,-0.01,0.13,0.2,168148,168825,170756,172913,174332,175105,176182,177220,1687873422,8114836,651.692,3.133,35.592965,-77.373138
24860,34.683709,-82.413423,"Greenville-Anderson-Mauldin, SC","32,653","33,367","34,669","36,541","39,028","40,693",67,"32,096","31,989","32,599","33,655","34,913","35,755",-0.3,1.9,3.2,3.7,2.4,118,0.03,0.53,0.11,0.26,-0.16,0.03,-0.01,1.05,0.01,0.29,0.07,0.16,0.04,824112,825800,833486,841636,849359,861119,873231,884975,7020898608,200411721,2710.784,77.379,34.683709,-82.413423
25060,30.430245,-88.979736,"Gulfport-Biloxi-Pascagoula, MS","15,531","17,173","16,445","16,326","16,371","16,287",147,"14,415","15,519","14,918","14,522","14,493","14,417",7.7,-3.9,-2.7,-0.2,-0.5,295,(D),-0.34,-0.46,(D),0.25,0.03,0.09,0.14,-0.2,-0.03,0.19,-0.01,0,370702,371450,375743,379022,382312,386080,388561,391266,4586197020,2098192459,1770.741,810.117,30.430245,-88.979736
25180,39.542152,-77.899767,"Hagerstown-Martinsburg, MD-WV","8,122","8,544","8,852","9,267","9,458","9,723",207,"7,907","8,117","8,239","8,442","8,392","8,454",2.7,1.5,2.5,-0.6,0.7,227,-0.04,-0.22,-0.07,0.02,(D),(D),0.58,-0.38,-0.05,0.46,0.13,(D),-0.09,251599,252378,254514,256202,257802,259697,261205,263817,2017453322,25788393,778.943,9.957,39.542152,-77.899767
25220,30.62158,-90.406633,"Hammond, LA","3,895","3,794","3,650","3,846","3,627","3,752",361,"3,571","3,397","3,260","3,382","3,181","3,289",-4.9,-4,3.7,-5.9,3.4,59,-0.27,0.33,-0.5,1.32,0.99,0.07,-0.05,0.4,1.09,0.18,-0.09,0.05,-0.13,121097,121492,122629,123655,125430,127024,128756,130710,2049504791,136674364,791.318,52.77,30.62158,-90.406633
25260,36.072478,-119.81553,"Hanford-Corcoran, CA","5,086","4,796","4,908","5,327","5,037","5,092",315,"4,692","4,313","4,340","4,681","4,446","4,484",-8.1,0.6,7.9,-5,0.9,219,0.51,-0.25,-0.02,-1.57,0.42,0.48,-0.1,0.38,-0.1,-0.13,0.04,0.13,1.07,152982,152368,151895,151042,150480,149669,150331,149785,3598582456,5468555,1389.421,2.111,36.072478,-119.81553
25420,40.335924,-77.050475,"Harrisburg-Carlisle, PA","30,902","31,675","32,544","33,554","34,925","35,465",77,"30,161","30,273","30,572","30,936","31,476","31,439",0.4,1,1.2,1.7,-0.1,273,0.1,0.01,-0.16,-0.14,-0.19,0.34,-0.1,-0.15,0.02,0.29,-0.02,0.04,-0.15,549475,550247,551791,554898,558061,561145,565096,568033,4200960995,108892326,1622,42.044,40.335924,-77.050475
25500,38.507585,-78.885321,"Harrisonburg, VA","6,996","7,219","7,340","7,494","7,846","7,837",233,"6,840","6,778","6,749","6,728","6,896","6,746",-0.9,-0.4,-0.3,2.5,-2.2,353,0.41,-0.06,-0.01,-2.34,0.02,-0.07,0.01,-0.21,0,0.01,-0.08,-0.01,0.15,125228,125414,126870,128524,129037,130465,131182,132822,2244174568,11270557,866.481,4.352,38.507585,-78.885321
25540,41.718601,-72.573942,"Hartford-West Hartford-East Hartford, CT","82,874","82,791","82,699","83,316","88,531","90,004",40,"81,070","79,252","77,716","76,918","79,986","79,987",-2.2,-1.9,-1,4,0,270,(D),-0.06,0.01,(D),0.04,-0.07,-0.05,0.17,-0.02,0.02,-0.01,-0.01,0.09,1212381,1214233,1216375,1214938,1214837,1212571,1209953,1206836,3923052184,238346847,1514.699,92.026,41.718601,-72.573942
25620,31.188441,-89.232741,"Hattiesburg, MS","5,025","5,236","5,315","5,500","5,769","5,927",278,"4,886","4,981","4,960","5,018","5,167","5,228",1.9,-0.4,1.2,3,1.2,194,-0.29,0.23,-0.2,0.18,0.13,0.26,-0.18,0.24,0.33,0.33,-0.07,0.1,0.14,142842,143295,145267,146559,147788,148155,148716,149138,4170796492,27232713,1610.354,10.515,31.188441,-89.232741
25860,35.814667,-81.457067,"Hickory-Lenoir-Morganton, NC","11,481","11,657","11,867","12,250","13,003","13,535",169,"11,308","11,174","11,174","11,304","11,658","11,946",-1.2,0,1.2,3.1,2.5,111,0.11,0.27,0.65,0.75,0.08,0.22,0.01,-0.36,0.6,-0.02,0.06,0.03,0.08,365497,365520,364584,363784,363378,362652,362883,364187,4240788334,75209737,1637.378,29.039,35.814667,-81.457067
25940,32.386792,-80.830877,"Hilton Head Island-Bluffton-Beaufort, SC","7,408","7,557","7,783","8,281","8,646","8,997",216,"7,248","7,240","7,322","7,619","7,753","7,885",-0.1,1.1,4.1,1.8,1.7,165,0,0.02,-0.14,0.11,0.02,0.09,0.12,0.43,0.99,0.26,-0.07,0.05,-0.19,187010,187846,189366,193412,197634,202176,207671,211614,3189787021,1013139043,1231.584,391.175,32.386792,-80.830877
25980,31.77878,-81.57647,"Hinesville, GA","3,595","3,514","3,593","3,467","3,464","3,468",365,"3,450","3,312","3,350","3,166","3,100","3,052",-4,1.2,-5.5,-2.1,-1.6,329,-0.1,-0.2,-0.06,-0.19,0.26,0.28,-0.12,-0.42,0.05,-0.1,0.04,(D),-0.8,77917,77368,80383,81590,80707,82325,80328,81007,2374380758,232029278,916.754,89.587,31.77878,-81.57647
26140,28.84364,-82.52481,"Homosassa Springs, FL","3,199","3,198","3,087","2,973","2,989","2,945",373,"3,166","3,148","2,974","2,768","2,722","2,654",-0.6,-5.5,-6.9,-1.7,-2.5,356,-0.2,0.63,0.16,-0.01,-0.29,-3.83,0.03,0.77,-0.39,0.07,0.14,0.19,0.2,141236,141263,139841,139341,139063,139264,140974,143621,1507100924,495589452,581.895,191.348,28.84364,-82.52481
26300,34.578861,-93.146915,"Hot Springs, AR","3,011","2,971","2,925","2,999","3,052","3,058",372,"2,938","2,835","2,743","2,759","2,748","2,700",-3.5,-3.3,0.6,-0.4,-1.7,337,-0.73,0.06,-0.23,0.01,0.76,-0.21,0.03,-1.82,-0.02,0.05,0.48,-0.06,-0.04,96024,96123,96617,96794,96986,97183,97154,97477,1755505406,147165424,677.804,56.821,34.578861,-93.146915
26380,29.33413,-90.843674,"Houma-Thibodaux, LA","10,721","11,537","11,845","12,203","11,271","10,043",199,"10,023","10,728","10,779","10,835","10,246","9,176",7,0.5,0.5,-5.4,-10.4,379,-1.51,-0.69,-2.16,-0.07,-0.62,-3.83,0.09,-1.35,0.26,0.08,-0.27,-0.33,-0.05,208178,208224,208655,208878,209951,211395,212187,211525,5957078045,3239855454,2300.041,1250.915,29.33413,-90.843674
26420,29.749593,-95.353642,"Houston-The Woodlands-Sugar Land, TX","430,923","462,300","488,430","505,758","496,708","478,618",6,"385,028","408,515","425,043","434,848","456,245","442,458",6.1,4,2.3,4.9,-3,361,-1.44,-0.24,-0.71,0.1,-0.26,-0.04,(D),-0.42,-0.3,0.14,0.01,-0.01,0.11,5920416,5948174,6057412,6180817,6324167,6488046,6647465,6772470,21395340858,3064071034,8260.788,1183.044,29.749593,-95.353642
26580,38.373691,-82.385193,"Huntington-Ashland, WV-KY-OH","13,194","14,028","14,877","15,112","14,824","14,407",160,"11,980","12,478","13,300","13,274","13,171","12,903",4.2,6.6,-0.2,-0.8,-2,348,-1,-0.36,-0.65,-0.36,0.08,-0.09,0.04,0.09,-0.01,0.43,0,-0.1,-0.1,364908,365070,364794,364827,363988,363038,361357,359588,6546101845,91680146,2527.464,35.398,38.373691,-82.385193
26620,34.783262,-86.734871,"Huntsville, AL","21,879","22,327","22,534","23,329","24,254","24,846",104,"21,406","21,479","21,309","21,634","22,006","22,175",0.3,-0.8,1.5,1.7,0.8,224,0.03,0.06,0,-0.01,0.16,-0.07,0.01,-0.01,0.69,0.1,0.01,-0.01,-0.2,417593,419311,425165,430141,435608,440761,444924,449720,3526349956,151144361,1361.531,58.357,34.783262,-86.734871
26820,43.620536,-112.420842,"Idaho Falls, ID","5,435","5,444","5,522","5,707","6,093","6,285",261,"5,229","5,114","5,106","5,188","5,438","5,530",-2.2,-0.2,1.6,4.8,1.7,166,(D),0.26,0.26,0.13,-0.95,0.06,0.02,0.26,1.24,0.45,0,0.09,-0.14,133265,133815,134972,136254,136928,137978,139651,142572,13457009784,126025981,5195.781,48.659,43.620536,-112.420842
26900,39.744932,-86.204541,"Indianapolis-Carmel-Anderson, IN","113,044","116,257","123,565","127,682","130,133","135,444",26,"109,661","109,669","114,433","115,639","115,116","117,589",0,4.3,1.1,-0.5,2.1,138,0.03,0.2,-0.21,0.28,0.39,0.13,0.04,(D),0.63,0.29,-0.01,(D),0.03,1887877,1892652,1910347,1928964,1953043,1971060,1986542,2004230,11153808785,88567120,4306.51,34.196,39.744932,-86.204541
26980,41.517806,-91.64793,"Iowa City, IA","8,285","8,635","9,020","9,525","9,698","9,925",204,"7,999","8,145","8,333","8,623","8,599","8,661",1.8,2.3,3.5,-0.3,0.7,228,0.27,0.17,-0.54,0.27,0.18,0.23,-1.92,0.46,0.08,1.05,0.11,0.07,0.3,152586,152989,155552,158793,161790,164377,166818,168828,3063678109,28948927,1182.893,11.177,41.517806,-91.64793
27060,42.453003,-76.473481,"Ithaca, NY","4,456","4,681","4,778","4,839","5,002","5,100",314,"4,311","4,415","4,398","4,346","4,360","4,341",2.4,-0.4,-1.2,0.3,-0.4,287,-0.25,0.04,0.17,-0.08,0.45,-0.19,0.18,0.34,0.08,-1.22,0.14,-0.1,-0.01,101564,101774,102111,103135,104270,104498,104564,104871,1229335864,43793070,474.649,16.909,42.453003,-76.473481
27100,42.248474,-84.420868,"Jackson, MI","5,268","5,327","5,801","5,726","5,997","6,135",269,"5,203","5,188","5,548","5,303","5,395","5,464",-0.3,6.9,-4.4,1.7,1.3,185,-0.16,0.1,-0.17,-0.19,0.49,0.01,0.07,-0.44,0.44,1.08,0.06,-0.03,0.03,160248,160169,159673,160102,159789,159597,159465,158460,1817308302,56538564,701.667,21.83,42.248474,-84.420868
27140,32.316001,-90.22084,"Jackson, MS","25,355","26,575","27,331","28,261","28,603","29,053",87,"24,367","25,091","25,300","25,667","25,695","25,695",3,0.8,1.5,0.1,0,269,-0.18,0,0.15,0.04,(D),(D),-0.14,-0.12,0.11,0.07,0,-0.02,0.04,567122,568791,574032,576464,577382,578733,578666,579229,12040471900,208508037,4648.852,80.505,32.316001,-90.22084
27180,35.610789,-88.854393,"Jackson, TN","5,298","5,878","5,788","5,777","5,914","6,061",273,"5,096","5,514","5,355","5,231","5,267","5,345",8.2,-2.9,-2.3,0.7,1.5,178,-0.05,-0.02,0.37,0.14,(D),-0.04,0.13,-0.04,0.69,-0.14,0.08,0.18,-0.09,130011,130016,129794,130343,130645,130102,129588,129527,2870688476,5035253,1108.379,1.944,35.610789,-88.854393
27260,30.237105,-81.755235,"Jacksonville, FL","56,360","58,519","62,170","63,994","68,038","71,471",47,"54,917","55,731","58,103","58,493","60,646","62,552",1.5,4.3,0.7,3.7,3.1,71,0.03,0.45,(D),(D),0.73,-0.21,0.24,0.71,0.33,0.47,0.14,0.22,0.16,1345596,1349137,1362140,1379131,1395363,1419765,1448016,1478212,8293138571,1285729956,3201.999,496.423,30.237105,-81.755235
27340,34.763109,-77.499469,"Jacksonville, NC","7,948","7,869","7,859","7,854","7,618","7,679",238,"7,646","7,440","7,363","7,233","6,907","6,864",-2.7,-1,-1.8,-4.5,-0.6,300,-0.23,-0.26,0.06,0.02,0.11,0.15,0.06,0.16,0.14,-0.09,-0.02,0.03,-0.75,177772,179613,177898,183807,185545,185252,187033,187136,1975580950,370722552,762.776,143.137,34.763109,-77.499469
27500,42.66988,-89.075284,"Janesville-Beloit, WI","5,247","5,432","5,811","5,738","6,059","6,399",257,"5,117","5,165","5,425","5,259","5,409","5,617",0.9,5,-3.1,2.9,3.8,44,0.14,-0.14,-0.11,0.35,0.71,-0.08,0.17,1.62,0.57,0.33,0.02,0.1,0.16,160331,160229,159985,160232,160565,161181,161334,161620,1859887390,20681629,718.107,7.985,42.66988,-89.075284
27620,38.637121,-92.089227,"Jefferson City, MO","6,183","6,272","6,744","6,928","7,162","7,366",239,"6,006","5,977","6,289","6,305","6,415","6,555",-0.5,5.2,0.3,1.7,2.2,135,-0.04,0.52,0.09,0.29,0.29,0.31,0.21,-0.04,0.47,0.05,0.01,0.08,-0.07,149807,149953,150321,150350,150610,150785,151058,151391,5821488631,80070671,2247.689,30.915,38.637121,-92.089227
27740,36.250608,-82.331026,"Johnson City, TN","6,048","6,292","6,279","6,310","6,672","6,760",252,"5,918","6,007","5,876","5,786","5,973","5,944",1.5,-2.2,-1.5,3.2,-0.5,291,0.13,-0.4,-0.17,-0.16,-0.06,-0.05,0.08,0.13,0.17,0.11,0.05,-0.09,-0.21,198716,199013,199639,200443,200545,200225,200607,201661,2211413861,26142889,853.832,10.094,36.250608,-82.331026
27780,40.510312,-78.710463,"Johnstown, PA","4,238","4,182","4,211","4,248","4,217","4,195",343,"4,094","3,971","3,939","3,893","3,798","3,720",-3,-0.8,-1.2,-2.4,-2.1,349,0.12,0.09,0.25,-0.13,-0.33,-0.12,0.25,-0.74,-0.89,-0.32,-0.09,0.02,-0.16,143679,143464,142572,141531,138837,137517,136194,134732,1782823041,13677375,688.352,5.281,40.510312,-78.710463
27860,35.69697,-90.650173,"Jonesboro, AR","4,478","4,610","4,778","4,795","5,000","5,199",307,"4,292","4,305","4,376","4,321","4,420","4,525",0.3,1.6,-1.3,2.3,2.4,121,0.27,0.06,-0.09,-0.49,-0.39,0.74,0.22,0.7,0.13,0.92,0.19,0.12,0,121026,121253,122817,124241,125810,126776,128390,129858,3795916419,27688969,1465.612,10.691,35.69697,-90.650173
27900,37.055546,-94.339736,"Joplin, MO","6,293","6,533","6,744","6,797","7,231","7,307",241,"6,140","6,204","6,288","6,200","6,459","6,468",1.1,1.4,-1.4,4.2,0.1,260,0.63,0.14,-0.24,-1.05,0.53,-0.24,-0.15,-0.09,0.8,-0.3,-0.04,0.2,-0.03,175518,175866,176667,174477,175238,176125,176943,177805,3271758238,11950922,1263.233,4.614,37.055546,-94.339736
27980,20.855931,-156.60155,"Kahului-Wailuku-Lahaina, HI","7,227","7,425","7,658","8,004","8,396","8,478",222,"7,050","7,072","7,142","7,280","7,437","7,355",0.3,1,1.9,2.2,-1.1,313,0.1,-0.15,0.01,-0.01,-0.02,-0.05,0.02,-0.65,-0.07,0.04,-0.4,-0.04,0.11,154924,155072,156849,158588,160976,163338,164357,165474,3039416740,3309063132,1173.525,1277.636,20.855931,-156.60155
28020,42.268871,-86.037373,"Kalamazoo-Portage, MI","13,210","13,488","14,003","14,450","15,708","16,209",148,"12,878","12,821","13,052","13,178","13,954","14,152",-0.4,1.8,1,5.9,1.4,179,0.15,0.97,0.22,-0.32,-0.31,-0.1,0.04,-0.15,0.68,0.21,0.01,-0.02,0.03,326589,326905,328393,330519,332492,334187,335030,336877,3030253787,1295530358,1169.988,500.207,42.268871,-86.037373
28100,41.13951,-87.861117,"Kankakee, IL","3,447","3,710","3,743","3,802","3,950","4,103",348,"3,289","3,437","3,402","3,386","3,446","3,514",4.5,-1,-0.5,1.8,2,153,0,0.17,0.12,1.77,0.05,-0.41,-0.01,-0.04,0.32,0.03,-0.12,0.34,-0.24,113449,113447,113518,112976,112227,111461,110795,110008,1752310524,12413735,676.571,4.793,41.13951,-87.861117
28140,38.931849,-94.443824,"Kansas City, MO-KS","105,048","112,028","115,711","120,817","125,985","129,163",31,"102,226","106,370","108,227","110,883","113,256","114,376",4.1,1.7,2.5,2.1,1,210,-0.01,0.12,0.12,-0.16,0.29,0.04,0.11,0.32,0.14,-0.05,0.15,0.03,-0.1,2009342,2013735,2024762,2038675,2053766,2069314,2084464,2104509,18792678289,304085198,7255.894,117.408,38.931849,-94.443824
28420,46.363914,-119.254081,"Kennewick-Richland, WA","12,178","11,492","11,503","11,730","12,558","12,948",174,"11,550","10,656","10,450","10,472","11,099","11,337",-7.7,-1.9,0.2,6,2.1,139,0.24,0.32,0.07,0.02,0.04,0.16,0.06,-0.21,0.65,0.29,0.12,0.06,0.33,253340,255646,263641,268258,271048,274330,279162,283846,7620989925,214519172,2942.481,82.826,46.363914,-119.254081
28660,31.20273,-97.789638,"Killeen-Temple, TX","16,096","16,135","15,981","16,129","16,807","17,676",134,"15,502","15,246","14,961","14,822","15,212","15,817",-1.7,-1.9,-0.9,2.6,4,36,-0.03,0.16,0.06,1.63,0.49,0.29,-0.26,0.22,0.4,0.7,-0.01,0.19,0.13,405300,408330,412654,420059,422933,424994,430788,435857,7293536095,110014155,2816.05,42.477,31.20273,-97.789638
28700,36.604161,-82.440145,"Kingsport-Bristol-Bristol, TN-VA","11,696","12,210","12,063","11,601","11,783","11,796",184,"11,254","11,400","11,076","10,402","10,353","10,172",1.3,-2.8,-6.1,-0.5,-1.8,339,-0.3,0.25,-0.36,-0.95,0.34,0.17,(D),-0.12,-0.44,-0.14,0.07,(D),0.01,309544,309561,309069,308751,308135,307522,306715,306334,5205840458,96136681,2009.986,37.119,36.604161,-82.440145
28740,41.947216,-74.265458,"Kingston, NY","5,265","5,460","5,608","5,665","5,910","6,088",272,"5,118","5,187","5,215","5,146","5,230","5,277",1.3,0.5,-1.3,1.6,0.9,217,-0.02,0.25,-0.01,-0.09,-0.07,0.1,-0.15,0.19,0.46,0.49,-0.16,-0.07,-0.02,182493,182408,182647,181811,180987,180680,179824,179225,2911755155,94599666,1124.235,36.525,41.947216,-74.265458
28940,36.044462,-84.136114,"Knoxville, TN","33,555","34,488","34,875","36,376","38,389","39,825",72,"32,899","33,074","32,865","33,581","34,548","35,217",0.5,-0.6,2.2,2.9,1.9,156,(D),(D),1.07,0.07,(D),(D),0.28,(D),0.63,0.19,-0.04,-0.08,-0.1,837571,838857,842946,847602,851811,856428,861169,868546,9066318482,386471845,3500.525,149.218,36.044462,-84.136114
